"ea","path","guess_type","symbol","m2_trades","m2_report","m1_ran","m1_report","m1_pf","m1_trades","m1_net","m1_eqdd","tier","note","ea_index"
"Private EA 3.16","2026-4\Private EA 3.16 MT5 - DLL\Private EA 3.16 MT5 - DLL\Expert\Private EA 3.16.ex5","unknown-ea","USDJPY","0","MS5_0153_M2_USDJPY.htm","False","",,,,,"","skip-all-zero-m2","153"
"Private EA 3.16","2026-4\Private EA 3.16 MT5 - DLL\Private EA 3.16 MT5 - DLL\Expert\Private EA 3.16.ex5","unknown-ea","AUDNZD","0","MS5_0153_M2_AUDNZD.htm","False","",,,,,"","skip-all-zero-m2","153"
"Private Wealth Ghost EA V1.0","2026-4\Private Wealth Ghost EA V1.0\Private Wealth Ghost EA V1.0.ex5","unknown-ea","XAUUSD","0","","False","",,,,,"","m2-no-report","154"
"Private Wealth Ghost EA V1.0","2026-4\Private Wealth Ghost EA V1.0\Private Wealth Ghost EA V1.0.ex5","unknown-ea","EURUSD","0","","False","",,,,,"","m2-no-report","154"
"Private Wealth Ghost EA V1.0","2026-4\Private Wealth Ghost EA V1.0\Private Wealth Ghost EA V1.0.ex5","unknown-ea","USDJPY","0","","False","",,,,,"","m2-no-report","154"
"Private Wealth Ghost EA V1.0","2026-4\Private Wealth Ghost EA V1.0\Private Wealth Ghost EA V1.0.ex5","unknown-ea","AUDNZD","0","","False","",,,,,"","m2-no-report","154"
"SL=2GRIDE MQL5","2026-4\SL=2GRIDE MQL5\SL=2GRIDE MQL5.ex5","grid-recovery","XAUUSD","1859","MS5_0155_M2_XAUUSD.htm","True","MS5_0155_M1_XAUUSD.htm","1.11","130056","35624.15","52.75","Tier B","","155"
"SL=2GRIDE MQL5","2026-4\SL=2GRIDE MQL5\SL=2GRIDE MQL5.ex5","grid-recovery","EURUSD","103","MS5_0155_M2_EURUSD.htm","True","MS5_0155_M1_EURUSD.htm","1.69","700","645.7","4.03","Tier A","","155"
"SL=2GRIDE MQL5","2026-4\SL=2GRIDE MQL5\SL=2GRIDE MQL5.ex5","grid-recovery","USDJPY","138","MS5_0155_M2_USDJPY.htm","True","MS5_0155_M1_USDJPY.htm","0.91","1613","-234.57","6.4","Reject","","155"
"SL=2GRIDE MQL5","2026-4\SL=2GRIDE MQL5\SL=2GRIDE MQL5.ex5","grid-recovery","AUDNZD","78","MS5_0155_M2_AUDNZD.htm","True","MS5_0155_M1_AUDNZD.htm","0.49","378","-456.78","7.07","Reject","","155"
"THAMTHAU_EA_MANAGER_DUP","2026-4\THAMTHAU_EA_MANAGER_DUP.ex5\THAMTHAU_EA_MANAGER_DUP.ex5","unknown-ea","XAUUSD","0","MS5_0156_M2_XAUUSD.htm","False","",,,,,"","skip-all-zero-m2","156"
"THAMTHAU_EA_MANAGER_DUP","2026-4\THAMTHAU_EA_MANAGER_DUP.ex5\THAMTHAU_EA_MANAGER_DUP.ex5","unknown-ea","EURUSD","0","MS5_0156_M2_EURUSD.htm","False","",,,,,"","skip-all-zero-m2","156"
"THAMTHAU_EA_MANAGER_DUP","2026-4\THAMTHAU_EA_MANAGER_DUP.ex5\THAMTHAU_EA_MANAGER_DUP.ex5","unknown-ea","USDJPY","0","MS5_0156_M2_USDJPY.htm","False","",,,,,"","skip-all-zero-m2","156"
"THAMTHAU_EA_MANAGER_DUP","2026-4\THAMTHAU_EA_MANAGER_DUP.ex5\THAMTHAU_EA_MANAGER_DUP.ex5","unknown-ea","AUDNZD","0","MS5_0156_M2_AUDNZD.htm","False","",,,,,"","skip-all-zero-m2","156"
"The One 1.0.3 EA V1.0 MT5@YoForexPremium","2026-4\The One 1.0.3 EA V1.0 MT5@YoForexPremium\The One 1.0.3 EA V1.0 MT5@YoForexPremium.ex5","unknown-ea","XAUUSD","70","MS5_0157_M2_XAUUSD.htm","True","MS5_0157_M1_XAUUSD.htm","2.32","2941","1011468.07","3.7","Tier A","","157"
"The One 1.0.3 EA V1.0 MT5@YoForexPremium","2026-4\The One 1.0.3 EA V1.0 MT5@YoForexPremium\The One 1.0.3 EA V1.0 MT5@YoForexPremium.ex5","unknown-ea","EURUSD","3","MS5_0157_M2_EURUSD.htm","False","",,,,,"","m2-trades-below-10","157"
"The One 1.0.3 EA V1.0 MT5@YoForexPremium","2026-4\The One 1.0.3 EA V1.0 MT5@YoForexPremium\The One 1.0.3 EA V1.0 MT5@YoForexPremium.ex5","unknown-ea","USDJPY","3","MS5_0157_M2_USDJPY.htm","False","",,,,,"","m2-trades-below-10","157"
"The One 1.0.3 EA V1.0 MT5@YoForexPremium","2026-4\The One 1.0.3 EA V1.0 MT5@YoForexPremium\The One 1.0.3 EA V1.0 MT5@YoForexPremium.ex5","unknown-ea","AUDNZD","3","MS5_0157_M2_AUDNZD.htm","False","",,,,,"","m2-trades-below-10","157"
"极光蓝Pro智能双核V1.03-AVX2","2026-4\极光蓝Pro智能双核V1_03_带8套参数含BTC使用说明\极光蓝Pro智能双核V1.03-AVX2.ex5","unknown-ea","XAUUSD","0","","False","",,,,,"","m2-no-report","158"
"极光蓝Pro智能双核V1.03-AVX2","2026-4\极光蓝Pro智能双核V1_03_带8套参数含BTC使用说明\极光蓝Pro智能双核V1.03-AVX2.ex5","unknown-ea","EURUSD","0","","False","",,,,,"","m2-no-report","158"
"极光蓝Pro智能双核V1.03-AVX2","2026-4\极光蓝Pro智能双核V1_03_带8套参数含BTC使用说明\极光蓝Pro智能双核V1.03-AVX2.ex5","unknown-ea","USDJPY","0","","False","",,,,,"","m2-no-report","158"
"极光蓝Pro智能双核V1.03-AVX2","2026-4\极光蓝Pro智能双核V1_03_带8套参数含BTC使用说明\极光蓝Pro智能双核V1.03-AVX2.ex5","unknown-ea","AUDNZD","0","","False","",,,,,"","m2-no-report","158"
"极光蓝Pro智能双核V1.03兼容版","2026-4\极光蓝Pro智能双核V1_03_带8套参数含BTC使用说明\极光蓝Pro智能双核V1.03兼容版.ex5","unknown-ea","XAUUSD","0","","False","",,,,,"","m2-no-report","159"
"极光蓝Pro智能双核V1.03兼容版","2026-4\极光蓝Pro智能双核V1_03_带8套参数含BTC使用说明\极光蓝Pro智能双核V1.03兼容版.ex5","unknown-ea","EURUSD","0","","False","",,,,,"","m2-no-report","159"
"极光蓝Pro智能双核V1.03兼容版","2026-4\极光蓝Pro智能双核V1_03_带8套参数含BTC使用说明\极光蓝Pro智能双核V1.03兼容版.ex5","unknown-ea","USDJPY","0","","False","",,,,,"","m2-no-report","159"
"极光蓝Pro智能双核V1.03兼容版","2026-4\极光蓝Pro智能双核V1_03_带8套参数含BTC使用说明\极光蓝Pro智能双核V1.03兼容版.ex5","unknown-ea","AUDNZD","0","","False","",,,,,"","m2-no-report","159"
"(Niyombot B_3) Price Action ATR  Lot.D Group 3","EA fxdreema other id\(Niyombot B_3) Price Action ATR  Lot.D Group 3.ex5","unknown-ea","XAUUSD","0","","False","",,,,,"","m2-no-report","160"
"(Niyombot B_3) Price Action ATR  Lot.D Group 3","EA fxdreema other id\(Niyombot B_3) Price Action ATR  Lot.D Group 3.ex5","unknown-ea","EURUSD","0","","False","",,,,,"","m2-no-report","160"
"(Niyombot B_3) Price Action ATR  Lot.D Group 3","EA fxdreema other id\(Niyombot B_3) Price Action ATR  Lot.D Group 3.ex5","unknown-ea","USDJPY","0","","False","",,,,,"","m2-no-report","160"
"(Niyombot B_3) Price Action ATR  Lot.D Group 3","EA fxdreema other id\(Niyombot B_3) Price Action ATR  Lot.D Group 3.ex5","unknown-ea","AUDNZD","0","","False","",,,,,"","m2-no-report","160"
"(Niyombot) B2 Gold Deng M15 TLM","EA fxdreema other id\(Niyombot) B2 Gold Deng M15 TLM.ex5","unknown-ea","XAUUSD","1","MS5_0161_M2_XAUUSD.htm","False","",,,,,"","m2-trades-below-10","161"
"(Niyombot) B2 Gold Deng M15 TLM","EA fxdreema other id\(Niyombot) B2 Gold Deng M15 TLM.ex5","unknown-ea","EURUSD","12","MS5_0161_M2_EURUSD.htm","True","MS5_0161_M1_EURUSD.htm","0.12","9","-2583.65","43","Reject","","161"
"(Niyombot) B2 Gold Deng M15 TLM","EA fxdreema other id\(Niyombot) B2 Gold Deng M15 TLM.ex5","unknown-ea","USDJPY","7","MS5_0161_M2_USDJPY.htm","False","",,,,,"","m2-trades-below-10","161"
"(Niyombot) B2 Gold Deng M15 TLM","EA fxdreema other id\(Niyombot) B2 Gold Deng M15 TLM.ex5","unknown-ea","AUDNZD","46","MS5_0161_M2_AUDNZD.htm","True","MS5_0161_M1_AUDNZD.htm","0.31","59","-4448","45.03","Reject","","161"
"143 E4.7.4 v2","EA fxdreema other id\143 E4.7.4 v2.ex5","unknown-ea","XAUUSD","0","MS5_0162_M2_XAUUSD.htm","False","",,,,,"","skip-all-zero-m2","162"
"143 E4.7.4 v2","EA fxdreema other id\143 E4.7.4 v2.ex5","unknown-ea","EURUSD","0","MS5_0162_M2_EURUSD.htm","False","",,,,,"","skip-all-zero-m2","162"
"143 E4.7.4 v2","EA fxdreema other id\143 E4.7.4 v2.ex5","unknown-ea","USDJPY","0","MS5_0162_M2_USDJPY.htm","False","",,,,,"","skip-all-zero-m2","162"
"143 E4.7.4 v2","EA fxdreema other id\143 E4.7.4 v2.ex5","unknown-ea","AUDNZD","0","MS5_0162_M2_AUDNZD.htm","False","",,,,,"","skip-all-zero-m2","162"
"43.Fast Shot Arbitrage 6.6.68","EA fxdreema other id\43.Fast Shot Arbitrage 6.6.68.ex5","unknown-ea","XAUUSD","0","MS5_0163_M2_XAUUSD.htm","False","",,,,,"","skip-all-zero-m2","163"
"43.Fast Shot Arbitrage 6.6.68","EA fxdreema other id\43.Fast Shot Arbitrage 6.6.68.ex5","unknown-ea","EURUSD","0","MS5_0163_M2_EURUSD.htm","False","",,,,,"","skip-all-zero-m2","163"
"43.Fast Shot Arbitrage 6.6.68","EA fxdreema other id\43.Fast Shot Arbitrage 6.6.68.ex5","unknown-ea","USDJPY","0","MS5_0163_M2_USDJPY.htm","False","",,,,,"","skip-all-zero-m2","163"
"43.Fast Shot Arbitrage 6.6.68","EA fxdreema other id\43.Fast Shot Arbitrage 6.6.68.ex5","unknown-ea","AUDNZD","0","MS5_0163_M2_AUDNZD.htm","False","",,,,,"","skip-all-zero-m2","163"
"BMA 5   27.5.68","EA fxdreema other id\BMA 5   27.5.68.ex5","unknown-ea","XAUUSD","0","","False","",,,,,"","m2-no-report","164"
"BMA 5   27.5.68","EA fxdreema other id\BMA 5   27.5.68.ex5","unknown-ea","EURUSD","0","","False","",,,,,"","m2-no-report","164"
"BMA 5   27.5.68","EA fxdreema other id\BMA 5   27.5.68.ex5","unknown-ea","USDJPY","0","","False","",,,,,"","m2-no-report","164"
"BMA 5   27.5.68","EA fxdreema other id\BMA 5   27.5.68.ex5","unknown-ea","AUDNZD","0","","False","",,,,,"","m2-no-report","164"
"BS Pofit888","EA fxdreema other id\BS Pofit888.ex5","unknown-ea","XAUUSD","0","MS5_0165_M2_XAUUSD.htm","False","",,,,,"","skip-all-zero-m2","165"
"BS Pofit888","EA fxdreema other id\BS Pofit888.ex5","unknown-ea","EURUSD","0","MS5_0165_M2_EURUSD.htm","False","",,,,,"","skip-all-zero-m2","165"
"BS Pofit888","EA fxdreema other id\BS Pofit888.ex5","unknown-ea","USDJPY","0","MS5_0165_M2_USDJPY.htm","False","",,,,,"","skip-all-zero-m2","165"
"BS Pofit888","EA fxdreema other id\BS Pofit888.ex5","unknown-ea","AUDNZD","0","MS5_0165_M2_AUDNZD.htm","False","",,,,,"","skip-all-zero-m2","165"
"candleanglepro10x","EA fxdreema other id\candleanglepro10x.ex5","unknown-ea","XAUUSD","0","MS5_0166_M2_XAUUSD.htm","False","",,,,,"","skip-all-zero-m2","166"
"candleanglepro10x","EA fxdreema other id\candleanglepro10x.ex5","unknown-ea","EURUSD","0","MS5_0166_M2_EURUSD.htm","False","",,,,,"","skip-all-zero-m2","166"
"candleanglepro10x","EA fxdreema other id\candleanglepro10x.ex5","unknown-ea","USDJPY","0","MS5_0166_M2_USDJPY.htm","False","",,,,,"","skip-all-zero-m2","166"
"candleanglepro10x","EA fxdreema other id\candleanglepro10x.ex5","unknown-ea","AUDNZD","0","MS5_0166_M2_AUDNZD.htm","False","",,,,,"","skip-all-zero-m2","166"
"EA GOLD CENTER V.2 Expried 11.04.2025","EA fxdreema other id\EA GOLD CENTER V.2 Expried 11.04.2025.ex5","unknown-ea","XAUUSD","384","MS5_0167_M2_XAUUSD.htm","True","MS5_0167_M1_XAUUSD.htm","0.26","890","-6805.34","73.96","Reject","","167"
"EA GOLD CENTER V.2 Expried 11.04.2025","EA fxdreema other id\EA GOLD CENTER V.2 Expried 11.04.2025.ex5","unknown-ea","EURUSD","210","MS5_0167_M2_EURUSD.htm","True","MS5_0167_M1_EURUSD.htm","1.44","931","815.16","22.13","Tier A","","167"
"EA GOLD CENTER V.2 Expried 11.04.2025","EA fxdreema other id\EA GOLD CENTER V.2 Expried 11.04.2025.ex5","unknown-ea","USDJPY","249","MS5_0167_M2_USDJPY.htm","True","MS5_0167_M1_USDJPY.htm","0","0","0","0","Reject","","167"
"EA GOLD CENTER V.2 Expried 11.04.2025","EA fxdreema other id\EA GOLD CENTER V.2 Expried 11.04.2025.ex5","unknown-ea","AUDNZD","262","MS5_0167_M2_AUDNZD.htm","True","MS5_0167_M1_AUDNZD.htm","1.52","946","720.9","18.67","Tier A","","167"
"EA Golden Fighter V.2.2","EA fxdreema other id\EA Golden Fighter V.2.2.ex5","unknown-ea","XAUUSD","0","MS5_0168_M2_XAUUSD.htm","False","",,,,,"","skip-all-zero-m2","168"
"EA Golden Fighter V.2.2","EA fxdreema other id\EA Golden Fighter V.2.2.ex5","unknown-ea","EURUSD","0","MS5_0168_M2_EURUSD.htm","False","",,,,,"","skip-all-zero-m2","168"
"EA Golden Fighter V.2.2","EA fxdreema other id\EA Golden Fighter V.2.2.ex5","unknown-ea","USDJPY","0","MS5_0168_M2_USDJPY.htm","False","",,,,,"","skip-all-zero-m2","168"
"EA Golden Fighter V.2.2","EA fxdreema other id\EA Golden Fighter V.2.2.ex5","unknown-ea","AUDNZD","0","MS5_0168_M2_AUDNZD.htm","False","",,,,,"","skip-all-zero-m2","168"
"EA Hunter Pro - Interstellar  ID","EA fxdreema other id\EA Hunter Pro - Interstellar  ID.ex5","unknown-ea","XAUUSD","0","","False","",,,,,"","m2-no-report","169"
"EA Hunter Pro - Interstellar  ID","EA fxdreema other id\EA Hunter Pro - Interstellar  ID.ex5","unknown-ea","EURUSD","0","","False","",,,,,"","m2-no-report","169"
"EA Hunter Pro - Interstellar  ID","EA fxdreema other id\EA Hunter Pro - Interstellar  ID.ex5","unknown-ea","USDJPY","0","","False","",,,,,"","m2-no-report","169"
"EA Hunter Pro - Interstellar  ID","EA fxdreema other id\EA Hunter Pro - Interstellar  ID.ex5","unknown-ea","AUDNZD","0","","False","",,,,,"","m2-no-report","169"
"EX170 - Zone Trading Strategy","EA fxdreema other id\EX170 - Zone Trading Strategy.ex5","unknown-ea","XAUUSD","2","MS5_0170_M2_XAUUSD.htm","False","",,,,,"","m2-trades-below-10","170"
"EX170 - Zone Trading Strategy","EA fxdreema other id\EX170 - Zone Trading Strategy.ex5","unknown-ea","EURUSD","0","MS5_0170_M2_EURUSD.htm","False","",,,,,"","m2-trades-below-10","170"
"EX170 - Zone Trading Strategy","EA fxdreema other id\EX170 - Zone Trading Strategy.ex5","unknown-ea","USDJPY","4","MS5_0170_M2_USDJPY.htm","False","",,,,,"","m2-trades-below-10","170"
"EX170 - Zone Trading Strategy","EA fxdreema other id\EX170 - Zone Trading Strategy.ex5","unknown-ea","AUDNZD","4","MS5_0170_M2_AUDNZD.htm","False","",,,,,"","m2-trades-below-10","170"
"EX175 FastClose  By Natong V01","EA fxdreema other id\EX175 FastClose  By Natong V01.ex5","unknown-ea","XAUUSD","0","","False","",,,,,"","m2-no-report","171"
"EX175 FastClose  By Natong V01","EA fxdreema other id\EX175 FastClose  By Natong V01.ex5","unknown-ea","EURUSD","0","","False","",,,,,"","m2-no-report","171"
"EX175 FastClose  By Natong V01","EA fxdreema other id\EX175 FastClose  By Natong V01.ex5","unknown-ea","USDJPY","0","","False","",,,,,"","m2-no-report","171"
"EX175 FastClose  By Natong V01","EA fxdreema other id\EX175 FastClose  By Natong V01.ex5","unknown-ea","AUDNZD","0","","False","",,,,,"","m2-no-report","171"
"EX97 X HFT Gold Robot Scalping V3.9 Balance Relot ATR off cut loss","EA fxdreema other id\EX97 X HFT Gold Robot Scalping V3.9 Balance Relot ATR off cut loss.ex5","scalper","XAUUSD","0","MS5_0172_M2_XAUUSD.htm","False","",,,,,"","skip-all-zero-m2","172"
"EX97 X HFT Gold Robot Scalping V3.9 Balance Relot ATR off cut loss","EA fxdreema other id\EX97 X HFT Gold Robot Scalping V3.9 Balance Relot ATR off cut loss.ex5","scalper","EURUSD","0","MS5_0172_M2_EURUSD.htm","False","",,,,,"","skip-all-zero-m2","172"
"EX97 X HFT Gold Robot Scalping V3.9 Balance Relot ATR off cut loss","EA fxdreema other id\EX97 X HFT Gold Robot Scalping V3.9 Balance Relot ATR off cut loss.ex5","scalper","USDJPY","0","MS5_0172_M2_USDJPY.htm","False","",,,,,"","skip-all-zero-m2","172"
"EX97 X HFT Gold Robot Scalping V3.9 Balance Relot ATR off cut loss","EA fxdreema other id\EX97 X HFT Gold Robot Scalping V3.9 Balance Relot ATR off cut loss.ex5","scalper","AUDNZD","0","MS5_0172_M2_AUDNZD.htm","False","",,,,,"","skip-all-zero-m2","172"
"so cool  AV  order  unlimit mt5 FINAL","EA fxdreema other id\so cool  AV  order  unlimit mt5 FINAL.ex5","unknown-ea","XAUUSD","0","MS5_0173_M2_XAUUSD.htm","False","",,,,,"","skip-all-zero-m2","173"
"so cool  AV  order  unlimit mt5 FINAL","EA fxdreema other id\so cool  AV  order  unlimit mt5 FINAL.ex5","unknown-ea","EURUSD","0","MS5_0173_M2_EURUSD.htm","False","",,,,,"","skip-all-zero-m2","173"
"so cool  AV  order  unlimit mt5 FINAL","EA fxdreema other id\so cool  AV  order  unlimit mt5 FINAL.ex5","unknown-ea","USDJPY","0","MS5_0173_M2_USDJPY.htm","False","",,,,,"","skip-all-zero-m2","173"
"so cool  AV  order  unlimit mt5 FINAL","EA fxdreema other id\so cool  AV  order  unlimit mt5 FINAL.ex5","unknown-ea","AUDNZD","0","MS5_0173_M2_AUDNZD.htm","False","",,,,,"","skip-all-zero-m2","173"
"Happy Gold MT5 (Scalp)","Test EA ok3\Happy Gold MT5\Expert\Happy Gold MT5 (Scalp).ex5","scalper","XAUUSD","0","MS5_0174_M2_XAUUSD.htm","False","",,,,,"","skip-all-zero-m2","174"
"Happy Gold MT5 (Scalp)","Test EA ok3\Happy Gold MT5\Expert\Happy Gold MT5 (Scalp).ex5","scalper","EURUSD","0","MS5_0174_M2_EURUSD.htm","False","",,,,,"","skip-all-zero-m2","174"
"Happy Gold MT5 (Scalp)","Test EA ok3\Happy Gold MT5\Expert\Happy Gold MT5 (Scalp).ex5","scalper","USDJPY","0","MS5_0174_M2_USDJPY.htm","False","",,,,,"","skip-all-zero-m2","174"
"Happy Gold MT5 (Scalp)","Test EA ok3\Happy Gold MT5\Expert\Happy Gold MT5 (Scalp).ex5","scalper","AUDNZD","0","MS5_0174_M2_AUDNZD.htm","False","",,,,,"","skip-all-zero-m2","174"
"Happy Gold MT5 (Swing)","Test EA ok3\Happy Gold MT5\Expert\Happy Gold MT5 (Swing).ex5","unknown-ea","XAUUSD","0","MS5_0175_M2_XAUUSD.htm","False","",,,,,"","skip-all-zero-m2","175"
"Happy Gold MT5 (Swing)","Test EA ok3\Happy Gold MT5\Expert\Happy Gold MT5 (Swing).ex5","unknown-ea","EURUSD","0","MS5_0175_M2_EURUSD.htm","False","",,,,,"","skip-all-zero-m2","175"
"Happy Gold MT5 (Swing)","Test EA ok3\Happy Gold MT5\Expert\Happy Gold MT5 (Swing).ex5","unknown-ea","USDJPY","0","MS5_0175_M2_USDJPY.htm","False","",,,,,"","skip-all-zero-m2","175"
"Happy Gold MT5 (Swing)","Test EA ok3\Happy Gold MT5\Expert\Happy Gold MT5 (Swing).ex5","unknown-ea","AUDNZD","0","MS5_0175_M2_AUDNZD.htm","False","",,,,,"","skip-all-zero-m2","175"
"Boom And Crash Digger","wait for test\0 - MQ5\Boom And Crash Digger\Boom And Crash Digger.ex5","unknown-ea","XAUUSD","0","MS5_0176_M2_XAUUSD.htm","False","",,,,,"","skip-all-zero-m2","176"
"Boom And Crash Digger","wait for test\0 - MQ5\Boom And Crash Digger\Boom And Crash Digger.ex5","unknown-ea","EURUSD","0","MS5_0176_M2_EURUSD.htm","False","",,,,,"","skip-all-zero-m2","176"
"Boom And Crash Digger","wait for test\0 - MQ5\Boom And Crash Digger\Boom And Crash Digger.ex5","unknown-ea","USDJPY","0","MS5_0176_M2_USDJPY.htm","False","",,,,,"","skip-all-zero-m2","176"
"Boom And Crash Digger","wait for test\0 - MQ5\Boom And Crash Digger\Boom And Crash Digger.ex5","unknown-ea","AUDNZD","0","MS5_0176_M2_AUDNZD.htm","False","",,,,,"","skip-all-zero-m2","176"
"for BOOM and CRASH fixed SL & TP","wait for test\0 - MQ5\BOOM AND CRASH m1 files fxd TP SL\for BOOM and CRASH fixed SL & TP.ex5","unknown-ea","XAUUSD","1399","MS5_0177_M2_XAUUSD.htm","True","MS5_0177_M1_XAUUSD.htm","0.67","5776","-5790","58.12","Reject","","177"
"for BOOM and CRASH fixed SL & TP","wait for test\0 - MQ5\BOOM AND CRASH m1 files fxd TP SL\for BOOM and CRASH fixed SL & TP.ex5","unknown-ea","EURUSD","313","MS5_0177_M2_EURUSD.htm","True","MS5_0177_M1_EURUSD.htm","0.72","1378","-2936.16","29.71","Reject","","177"
"for BOOM and CRASH fixed SL & TP","wait for test\0 - MQ5\BOOM AND CRASH m1 files fxd TP SL\for BOOM and CRASH fixed SL & TP.ex5","unknown-ea","USDJPY","385","MS5_0177_M2_USDJPY.htm","True","MS5_0177_M1_USDJPY.htm","0.89","1530","-1160.59","16.72","Reject","","177"
"for BOOM and CRASH fixed SL & TP","wait for test\0 - MQ5\BOOM AND CRASH m1 files fxd TP SL\for BOOM and CRASH fixed SL & TP.ex5","unknown-ea","AUDNZD","299","MS5_0177_M2_AUDNZD.htm","True","MS5_0177_M1_AUDNZD.htm","0.45","1341","-3548.29","35.7","Reject","","177"
"Boom & Crash Vipers","wait for test\0 - MQ5\Boom and Crash Vipers\Experts\Boom & Crash Vipers.ex5","unknown-ea","XAUUSD","0","MS5_0178_M2_XAUUSD.htm","False","",,,,,"","skip-all-zero-m2","178"
"Boom & Crash Vipers","wait for test\0 - MQ5\Boom and Crash Vipers\Experts\Boom & Crash Vipers.ex5","unknown-ea","EURUSD","0","MS5_0178_M2_EURUSD.htm","False","",,,,,"","skip-all-zero-m2","178"
"Boom & Crash Vipers","wait for test\0 - MQ5\Boom and Crash Vipers\Experts\Boom & Crash Vipers.ex5","unknown-ea","USDJPY","0","MS5_0178_M2_USDJPY.htm","False","",,,,,"","skip-all-zero-m2","178"
"Boom & Crash Vipers","wait for test\0 - MQ5\Boom and Crash Vipers\Experts\Boom & Crash Vipers.ex5","unknown-ea","AUDNZD","0","MS5_0178_M2_AUDNZD.htm","False","",,,,,"","skip-all-zero-m2","178"
"JMAR EXPERTS for CRASH AND BOOM trailstop strategy","wait for test\0 - MQ5\BOOM&CRASH1000 Trailstopstrategy\JMAR EXPERTS for CRASH AND BOOM trailstop strategy.ex5","unknown-ea","XAUUSD","296","MS5_0179_M2_XAUUSD.htm","True","MS5_0179_M1_XAUUSD.htm","1.1","1222","10822.93","60.86","Tier B","","179"
"JMAR EXPERTS for CRASH AND BOOM trailstop strategy","wait for test\0 - MQ5\BOOM&CRASH1000 Trailstopstrategy\JMAR EXPERTS for CRASH AND BOOM trailstop strategy.ex5","unknown-ea","EURUSD","0","MS5_0179_M2_EURUSD.htm","False","",,,,,"","m2-trades-below-10","179"
"JMAR EXPERTS for CRASH AND BOOM trailstop strategy","wait for test\0 - MQ5\BOOM&CRASH1000 Trailstopstrategy\JMAR EXPERTS for CRASH AND BOOM trailstop strategy.ex5","unknown-ea","USDJPY","0","MS5_0179_M2_USDJPY.htm","False","",,,,,"","m2-trades-below-10","179"
"JMAR EXPERTS for CRASH AND BOOM trailstop strategy","wait for test\0 - MQ5\BOOM&CRASH1000 Trailstopstrategy\JMAR EXPERTS for CRASH AND BOOM trailstop strategy.ex5","unknown-ea","AUDNZD","0","MS5_0179_M2_AUDNZD.htm","False","",,,,,"","m2-trades-below-10","179"
"CHAPPIE G (100580607) (1)","wait for test\0 - MQ5\Chappie G ex5 deriv\CHAPPIE G (100580607) (1).ex5","unknown-ea","XAUUSD","0","","False","",,,,,"","m2-no-report","180"
"CHAPPIE G (100580607) (1)","wait for test\0 - MQ5\Chappie G ex5 deriv\CHAPPIE G (100580607) (1).ex5","unknown-ea","EURUSD","0","","False","",,,,,"","m2-no-report","180"
"CHAPPIE G (100580607) (1)","wait for test\0 - MQ5\Chappie G ex5 deriv\CHAPPIE G (100580607) (1).ex5","unknown-ea","USDJPY","0","","False","",,,,,"","m2-no-report","180"
"CHAPPIE G (100580607) (1)","wait for test\0 - MQ5\Chappie G ex5 deriv\CHAPPIE G (100580607) (1).ex5","unknown-ea","AUDNZD","0","","False","",,,,,"","m2-no-report","180"
"COBRA 2.0 (Nasdaq) M15 ","wait for test\0 - MQ5\Cobra 2.0 mt5\Expert\COBRA 2.0 (Nasdaq) M15 .ex5","unknown-ea","XAUUSD","0","","False","",,,,,"","m2-no-report","181"
"COBRA 2.0 (Nasdaq) M15 ","wait for test\0 - MQ5\Cobra 2.0 mt5\Expert\COBRA 2.0 (Nasdaq) M15 .ex5","unknown-ea","EURUSD","0","","False","",,,,,"","m2-no-report","181"
"COBRA 2.0 (Nasdaq) M15 ","wait for test\0 - MQ5\Cobra 2.0 mt5\Expert\COBRA 2.0 (Nasdaq) M15 .ex5","unknown-ea","USDJPY","0","","False","",,,,,"","m2-no-report","181"
"COBRA 2.0 (Nasdaq) M15 ","wait for test\0 - MQ5\Cobra 2.0 mt5\Expert\COBRA 2.0 (Nasdaq) M15 .ex5","unknown-ea","AUDNZD","0","","False","",,,,,"","m2-no-report","181"
"COBRA 2.0 (Nasdaq) M30 ","wait for test\0 - MQ5\Cobra 2.0 mt5\Expert\COBRA 2.0 (Nasdaq) M30 .ex5","unknown-ea","XAUUSD","0","","False","",,,,,"","m2-no-report","182"
"COBRA 2.0 (Nasdaq) M30 ","wait for test\0 - MQ5\Cobra 2.0 mt5\Expert\COBRA 2.0 (Nasdaq) M30 .ex5","unknown-ea","EURUSD","0","","False","",,,,,"","m2-no-report","182"
"COBRA 2.0 (Nasdaq) M30 ","wait for test\0 - MQ5\Cobra 2.0 mt5\Expert\COBRA 2.0 (Nasdaq) M30 .ex5","unknown-ea","USDJPY","0","","False","",,,,,"","m2-no-report","182"
"COBRA 2.0 (Nasdaq) M30 ","wait for test\0 - MQ5\Cobra 2.0 mt5\Expert\COBRA 2.0 (Nasdaq) M30 .ex5","unknown-ea","AUDNZD","0","","False","",,,,,"","m2-no-report","182"
"COBRA_MT5 (5)","wait for test\0 - MQ5\Cobra 2.0 mt5\Expert\COBRA_MT5 (5).ex5","unknown-ea","XAUUSD","0","MS5_0183_M2_XAUUSD.htm","False","",,,,,"","skip-all-zero-m2","183"
"COBRA_MT5 (5)","wait for test\0 - MQ5\Cobra 2.0 mt5\Expert\COBRA_MT5 (5).ex5","unknown-ea","EURUSD","0","MS5_0183_M2_EURUSD.htm","False","",,,,,"","skip-all-zero-m2","183"
