name,platform,size_kb,lines,blocks,n_inputs,indicators,open_blocks,pending,close_blocks,raw_trade_calls,has_sl,has_tp,lot_escalation,flags,n_copies,path,concept
EA03 Count MACD,mq4,215,8476,44,7,iMACD,2,0,3,1,no,no,no,NO_SL,2,D:\Forex\10_EA_PROJECTS\0. Jobot\AI_GEN\EA_For_AIGen_Video\08 - Count MACD\8\EA03\EA03 Count MACD.mq4,dashboard_tool
EA03 Count MACD,mq5,244,9595,44,7,iMACD,2,0,3,4,no,no,no,NO_SL,2,D:\Forex\10_EA_PROJECTS\0. Jobot\AI_GEN\EA_For_AIGen_Video\08 - Count MACD\8\EA03\EA03 Count MACD.mq5,dashboard_tool
EA17-Scalping Grid,mq5,250,9627,29,7,iMA,4,0,2,4,no,no,no,NO_SL,3,D:\Forex\01_INBOX_NEW\2.4 Other EA\wait_Fxdreema MT5\EA17-Scalping Grid.mq5,scalping+grid_basket
EA37 - RSI Pending & Grid,mq4,242,9196,27,10,iRSI,5,3,1,1,unknown,no,no,SL_UNKNOWN,3,D:\Forex\01_INBOX_NEW\2.4 Other EA\3. ready to use\EA37 - RSI Pending & Grid.mq4,grid_basket
Earthmover EA STO ( SL combi +Traililng),mq4,248,9553,40,13,iSAR;iStochastic,4,0,4,1,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,3,D:\Forex\01_INBOX_NEW\2.4 Other EA\1. wait develop\Earthmover EA STO ( SL combi +Traililng).mq4,reversion
EA  NO WAY  1.0,mq4,310,11980,100,15,,10,0,6,1,unknown,no,yes,SL_UNKNOWN;LOT_ESCALATION;NO_CAP,2,D:\Forex\01_INBOX_NEW\2.1 review EA\3. ready to use\EA  NO WAY  1.0.mq4,grid_basket
EA  NO WAY  2,mq4,380,14665,155,23,iATR,16,0,6,1,unknown,no,yes,SL_UNKNOWN;LOT_ESCALATION;NO_CAP,3,D:\EA_LAB\_intake_drop\(Boss) EA no way\old\EA  NO WAY  2.mq4,grid_basket
EA  NO WAY  2.2,mq4,387,15030,156,23,iATR,16,0,6,1,unknown,no,yes,SL_UNKNOWN;LOT_ESCALATION;NO_CAP,3,D:\EA_LAB\_intake_drop\(Boss) EA no way\old\EA  NO WAY  2.2.mq4,grid_basket
EA  NO WAY  2.3,mq4,392,15226,156,23,iATR,16,0,6,1,unknown,no,yes,SL_UNKNOWN;LOT_ESCALATION;NO_CAP,3,D:\EA_LAB\_intake_drop\(Boss) EA no way\old\EA  NO WAY  2.3.mq4,grid_basket
EA  NO WAY  2.31,mq4,392,15222,156,23,iATR,16,0,6,1,unknown,no,yes,SL_UNKNOWN;LOT_ESCALATION;NO_CAP,3,D:\EA_LAB\_intake_drop\(Boss) EA no way\old\EA  NO WAY  2.31.mq4,grid_basket
EA  NO WAY  2.33,mq4,392,15222,156,23,iATR,16,0,6,1,unknown,no,yes,SL_UNKNOWN;LOT_ESCALATION;NO_CAP,3,D:\EA_LAB\_intake_drop\(Boss) EA no way\old\EA  NO WAY  2.33.mq4,grid_basket
EA  NO WAY  2.4,mq4,421,16386,165,23,iATR,20,0,6,1,unknown,no,yes,SL_UNKNOWN;LOT_ESCALATION;NO_CAP,3,D:\EA_LAB\_intake_drop\(Boss) EA no way\old\EA  NO WAY  2.4.mq4,grid_basket
EA  NO WAY  2.41,mq4,421,16413,166,23,iATR,20,0,6,1,unknown,no,yes,SL_UNKNOWN;LOT_ESCALATION;NO_CAP,3,D:\EA_LAB\_intake_drop\(Boss) EA no way\old\EA  NO WAY  2.41.mq4,grid_basket
EA  NO WAY  2.45,mq4,421,16417,166,23,iATR,20,0,6,1,unknown,no,yes,SL_UNKNOWN;LOT_ESCALATION;NO_CAP,3,D:\EA_LAB\_intake_drop\(Boss) EA no way\old\EA  NO WAY  2.45.mq4,grid_basket
EA  NO WAY  2.47,mq4,425,16518,167,23,iATR,20,0,6,1,unknown,no,yes,SL_UNKNOWN;LOT_ESCALATION;NO_CAP,3,D:\EA_LAB\_intake_drop\(Boss) EA no way\old\EA  NO WAY  2.47.mq4,grid_basket
EA  NO WAY  2.48,mq4,425,16519,167,23,iATR,20,0,6,1,unknown,no,yes,SL_UNKNOWN;LOT_ESCALATION;NO_CAP,3,D:\EA_LAB\_intake_drop\(Boss) EA no way\old\EA  NO WAY  2.48.mq4,grid_basket
EA  NO WAY  2.49,mq4,425,16522,167,23,iATR,20,0,6,1,unknown,no,yes,SL_UNKNOWN;LOT_ESCALATION;NO_CAP,3,D:\EA_LAB\_intake_drop\(Boss) EA no way\old\EA  NO WAY  2.49.mq4,grid_basket
EA  NO WAY  2.5,mq4,425,16522,167,23,iATR,20,0,6,1,unknown,no,yes,SL_UNKNOWN;LOT_ESCALATION;NO_CAP,3,D:\EA_LAB\_intake_drop\(Boss) EA no way\old\EA  NO WAY  2.5.mq4,grid_basket
EA  NO WAY  2.51,mq4,425,16522,167,23,iATR,20,0,6,1,unknown,no,yes,SL_UNKNOWN;LOT_ESCALATION;NO_CAP,3,D:\EA_LAB\_intake_drop\(Boss) EA no way\old\EA  NO WAY  2.51.mq4,grid_basket
EA  NO WAY  2.6,mq4,410,16081,160,23,iATR,16,0,6,1,unknown,no,yes,SL_UNKNOWN;LOT_ESCALATION;NO_CAP,3,D:\EA_LAB\_intake_drop\(Boss) EA no way\old\EA  NO WAY  2.6.mq4,grid_basket
EA  NO WAY  3.11,mq4,403,15771,156,28,iATR,16,0,6,1,unknown,no,yes,SL_UNKNOWN;LOT_ESCALATION;NO_CAP,3,D:\EA_LAB\_intake_drop\(Boss) EA no way\old\EA  NO WAY  3.11.mq4,grid_basket
EA  NO WAY  3.12,mq4,403,15747,155,28,iATR,16,0,6,1,unknown,no,yes,SL_UNKNOWN;LOT_ESCALATION;NO_CAP,3,D:\EA_LAB\_intake_drop\(Boss) EA no way\old\EA  NO WAY  3.12.mq4,grid_basket
EA  NO WAY  3.13,mq4,403,15759,155,28,iATR,16,0,6,1,unknown,no,yes,SL_UNKNOWN;LOT_ESCALATION;NO_CAP,3,D:\EA_LAB\_intake_drop\(Boss) EA no way\old\EA  NO WAY  3.13.mq4,grid_basket
EA  NO WAY  3.2,mq4,403,15751,155,28,iATR,16,0,6,1,unknown,no,yes,SL_UNKNOWN;LOT_ESCALATION;NO_CAP,3,D:\EA_LAB\_intake_drop\(Boss) EA no way\old\EA  NO WAY  3.2.mq4,grid_basket
EA  NO WAY  3.2 lot plus,mq4,408,15956,159,28,iATR,16,0,6,1,unknown,no,yes,SL_UNKNOWN;LOT_ESCALATION;NO_CAP,3,D:\EA_LAB\_intake_drop\(Boss) EA no way\old\EA  NO WAY  3.2 lot plus.mq4,grid_basket
EA  NO WAY  3.21 lot plus,mq4,407,15911,157,28,iATR,16,0,6,1,unknown,no,yes,SL_UNKNOWN;LOT_ESCALATION;NO_CAP,3,D:\EA_LAB\_intake_drop\(Boss) EA no way\old\EA  NO WAY  3.21 lot plus.mq4,grid_basket
EA  NO WAY  3.22 lot plus,mq4,407,15912,157,28,iATR,16,0,6,1,unknown,no,yes,SL_UNKNOWN;LOT_ESCALATION;NO_CAP,5,D:\EA_LAB\_intake_drop\(Boss) EA no way\EA  NO WAY  3.22 lot plus.mq4,grid_basket
EA  TWO WAY  1.0,mq4,325,12747,108,15,,12,0,6,1,unknown,no,yes,SL_UNKNOWN;LOT_ESCALATION;NO_CAP,3,D:\EA_LAB\_intake_drop\(Boss) EA two way\old\EA  TWO WAY  1.0.mq4,grid_basket
EA  TWO WAY  1.1,mq4,324,12703,106,15,,12,0,6,1,unknown,no,yes,SL_UNKNOWN;LOT_ESCALATION;NO_CAP,3,D:\EA_LAB\_intake_drop\(Boss) EA two way\old\EA  TWO WAY  1.1.mq4,grid_basket
EA  TWO WAY  1.11,mq4,324,12707,106,15,,12,0,6,1,unknown,no,yes,SL_UNKNOWN;LOT_ESCALATION;NO_CAP,3,D:\EA_LAB\_intake_drop\(Boss) EA two way\old\EA  TWO WAY  1.11.mq4,grid_basket
EA  TWO WAY  1.2 add safety mode,mq4,308,12066,74,15,,10,0,3,1,unknown,no,yes,SL_UNKNOWN;LOT_ESCALATION;NO_CAP,3,D:\EA_LAB\_intake_drop\(Boss) EA two way\old\EA  TWO WAY  1.2 add safety mode.mq4,grid_basket
EA  TWO WAY  1.3 add safety mode and lot plus,mq4,308,12058,74,15,,10,0,3,1,unknown,no,yes,SL_UNKNOWN;LOT_ESCALATION;NO_CAP,3,D:\EA_LAB\_intake_drop\(Boss) EA two way\old\EA  TWO WAY  1.3 add safety mode and lot plus.mq4,grid_basket
EA  TWO WAY  1.31 add safety mode and lot plus,mq4,308,12076,74,15,,10,0,3,1,unknown,no,yes,SL_UNKNOWN;LOT_ESCALATION;NO_CAP,5,D:\EA_LAB\_intake_drop\(Boss) EA two way\EA  TWO WAY  1.31 add safety mode and lot plus.mq4,grid_basket
EFCDivergence-Trailing-Stop-RR-Ratio (2),mq4,286,11100,65,27,iHighest;iLowest;iMACD,8,0,2,1,yes,yes,no,,3,D:\Forex\01_INBOX_NEW\2.4 Other EA\2. More test and adapt\EFCDivergence-Trailing-Stop-RR-Ratio (2).mq4,divergence+grid_basket
EMA&BB EA,mq4,180,6973,8,7,iBands;iMA,2,0,0,1,unknown,no,no,SL_UNKNOWN,2,D:\Forex\10_EA_PROJECTS\0. Jobot\AI_GEN\back up\jobot.meeting01+01\EMA&BB EA.mq4,reversion
EP.16 Tools (Bronze),mq5,1061,40286,386,1,iRSI;iSAR;iStdDev;iStochastic,34,0,12,4,unknown,no,yes,SL_UNKNOWN;LOT_ESCALATION;NO_CAP,6,D:\EA_LAB\_intake_drop\Tools\EP.16 Tools (Bronze).mq5,zone_sr
EP.3 Tools (Bronze),mq5,269,10349,64,1,iBands;iCCI;iMACD;iRSI;iStochastic,12,0,12,4,no,no,no,NO_SL,6,D:\EA_LAB\_intake_drop\Tools\EP.3 Tools (Bronze).mq5,reversion
EP.5 Tools (Bronze),mq5,322,12065,60,1,iMA,11,3,0,4,yes,yes,no,,6,D:\EA_LAB\_intake_drop\Tools\EP.5 Tools (Bronze).mq5,session_time
EP.7 Tools (Bronze),mq5,362,13985,50,1,,11,3,0,4,unknown,no,no,SL_UNKNOWN,6,D:\EA_LAB\_intake_drop\Tools\EP.7 Tools (Bronze).mq5,grid_basket
EP.9 Tools (Bronze),mq5,561,22194,146,1,iATR;iBands;iSAR,16,0,2,4,no,no,no,NO_SL,6,D:\EA_LAB\_intake_drop\Tools\EP.9 Tools (Bronze).mq5,reversion
EU System Kae Rev5-1 with martingale and Hedging,mq4,284,11131,49,17,iBands;iMA;iRSI,4,0,1,1,yes,yes,no,,3,D:\Forex\01_INBOX_NEW\2.4 Other EA\1. wait develop\EU System Kae Rev5-1 with martingale and Hedging.mq4,grid_basket
Evotrade billionaire test 2,mq5,363,13859,80,16,iSAR,12,0,1,4,unknown,no,yes,SL_UNKNOWN;LOT_ESCALATION,3,D:\Forex\01_INBOX_NEW\2.4 Other EA\wait_Fxdreema MT5\Evotrade billionaire test 2.mq5,session_time+dashboard_tool
Evotrade HFT  S.E.T. calf,mq5,289,11094,37,25,iBands;iMA,4,0,1,4,no,no,yes,NO_SL;LOT_ESCALATION,3,D:\Forex\01_INBOX_NEW\2.4 Other EA\wait_Fxdreema MT5\Evotrade HFT  S.E.T. calf.mq5,reversion
EX109- Gold Robot Scalping [Angle Calculation] (1),mq4,280,10739,35,9,iHighest;iLowest,4,0,1,1,no,no,no,NO_SL,2,D:\Forex\01_INBOX_NEW\2.1 review EA\2. More test and adapt\EX109- Gold Robot Scalping [Angle Calculation] (1).mq4,scalping
EX127 - Gold Robot Scalping [Dynamic Grid Zone and Hedging Strategy] RV1,mq4,336,12842,60,15,,4,0,2,1,yes,no,yes,LOT_ESCALATION;NO_CAP,2,D:\Forex\30_OPTIMIZATION\OLD_Report\00. Dpwnload\EX127 - Gold Robot Scalping [Dynamic Grid Zone and Hedging Strategy] RV1.mq4,scalping+grid_basket
EX131 - Advance Trading Robot [RSI and BB Strategy],mq4,336,13019,65,11,iBands;iRSI,6,0,1,1,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,3,D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\modify\EX131 - Advance Trading Robot [RSI and BB Strategy].mq4,reversion
EX131 - Advance Trading Robot [RSI and BB Strategy],mq5,364,14136,65,11,iBands;iRSI,6,0,1,4,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,2,D:\Forex\30_OPTIMIZATION\OLD_Report\00. Dpwnload\EA\OK\EX131 - Advance Trading Robot [RSI and BB Strategy].mq5,reversion
EX131 - Advance Trading Robot [RSI and BB Strategy] Ver5,mq4,336,12973,63,16,iBands;iRSI,6,0,1,1,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,3,D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\modify\EX131 - Advance Trading Robot [RSI and BB Strategy] Ver5.mq4,reversion
EX131 -แก้เพิ่ม-3# okcmmAdvance Trading Robot [RSI and BB Strategy] NO,mq4,280,10684,56,13,iBands;iRSI,6,0,1,1,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,2,D:\Forex\01_INBOX_NEW\2.1 review EA\2. More test and adapt\EX131 -แก้เพิ่ม-3# okcmmAdvance Trading Robot [RSI and BB Strategy] NO.mq4,reversion
EX137- Multi Group Scalping EA [RSI Overbought_Oversold with Special Doji] Ver 7.1,mq4,336,13016,79,13,iRSI,6,0,3,1,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,3,D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\modify\EX137- Multi Group Scalping EA [RSI Overbought_Oversold with Special Doji] Ver 7.1.mq4,candle_pattern+reversion
EX143 - Rv4.1  Ichimoku [GOLD],mq5,497,19208,188,34,iAC;iATR;iIchimoku;iMA,6,0,6,4,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,2,D:\Forex\01_INBOX_NEW\2.1 review EA\wait_Fxdreema MT5\EX143 - Rv4.1  Ichimoku [GOLD].mq5,session_time+trend_follow
EX153 - Multi Group Scalping EA [MACD and EMA] RV1 and Screen Shot,mq4,375,14654,116,18,iMA;iMACD,6,0,2,1,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,2,D:\Forex\30_OPTIMIZATION\OLD_Report\00. Dpwnload\EX153 - Multi Group Scalping EA [MACD and EMA] RV1 and Screen Shot.mq4,scalping
EX170 - Zone Trading Strategy,mq5,296,11251,41,13,,2,0,0,4,unknown,no,no,SL_UNKNOWN,2,D:\Forex\01_INBOX_NEW\2.3 wait for test\EA fxdreema other id\EX170 - Zone Trading Strategy.mq5,unclassified
EX171 - Multi Group Scalping EA [EMA High-Low],mq4,366,14209,103,21,iMA;iRSI,6,0,2,1,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,3,D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\modify\EX171 - Multi Group Scalping EA [EMA High-Low].mq4,reversion+scalping
EX172 - Robot CCI V.5,mq5,326,12640,65,17,iCCI;iMA,4,0,4,4,no,no,no,NO_SL,3,D:\Forex\01_INBOX_NEW\2.1 review EA\2. More test and adapt\EX172 - Robot CCI V.5.mq5,reversion
EX175 FastClose  By Natong V01,mq5,376,14278,87,27,iBands,6,0,0,4,no,no,no,NO_SL,2,D:\Forex\01_INBOX_NEW\2.3 wait for test\EA fxdreema other id\EX175 FastClose  By Natong V01.mq5,zone_sr+dashboard_tool
EX177 - Grid Trading System and Hedging Lots [Idea from Student],mq4,277,10544,45,11,,6,0,2,1,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,3,"D:\EA_LAB\_intake_drop\(Boss) Hedging Balance (XauM1 30,000)\EX177 - Grid Trading System and Hedging Lots\EX177 - Grid Trading System and Hedging Lots [Idea from Student].mq4",grid_basket
EX177 - Grid Trading System and Hedging Lots rev 1,mq4,280,10682,47,11,,6,0,2,1,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,3,"D:\EA_LAB\_intake_drop\(Boss) Hedging Balance (XauM1 30,000)\EX177 - Grid Trading System and Hedging Lots\EX177 - Grid Trading System and Hedging Lots rev 1.mq4",grid_basket
EX177 - Grid Trading System and Hedging Lots rev 2,mq4,280,10690,47,12,,6,0,2,1,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,3,"D:\EA_LAB\_intake_drop\(Boss) Hedging Balance (XauM1 30,000)\EX177 - Grid Trading System and Hedging Lots\EX177 - Grid Trading System and Hedging Lots rev 2.mq4",grid_basket
EX177 - Grid Trading System and Hedging Lots rev 2.1,mq4,280,10692,47,12,,6,0,2,1,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,3,"D:\EA_LAB\_intake_drop\(Boss) Hedging Balance (XauM1 30,000)\EX177 - Grid Trading System and Hedging Lots\EX177 - Grid Trading System and Hedging Lots rev 2.1.mq4",grid_basket
EX177 - Grid Trading System and Hedging Lots rev 2.2,mq4,279,10662,47,12,,6,0,2,1,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,3,"D:\EA_LAB\_intake_drop\(Boss) Hedging Balance (XauM1 30,000)\EX177 - Grid Trading System and Hedging Lots\EX177 - Grid Trading System and Hedging Lots rev 2.2.mq4",grid_basket
EX177 - Grid Trading System and Hedging Lots rev 2.2,mq5,302,11543,45,10,,6,0,2,4,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,4,D:\Forex\10_EA_PROJECTS\.Final EA\. MQL5\Experts\EX177 - Grid Trading System and Hedging Lots rev 2.2.mq5,grid_basket
EX177 - Grid Trading System and Hedging Lots rev 2.2,mq5,435,14161,47,12,,6,0,2,7,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,2,D:\Forex\01_INBOX_NEW\2.3 wait for test\EA fxdreema other id\EX177 - Grid Trading System and Hedging Lots rev 2.2.mq5,grid_basket
EX177-Custom1- Grid T-S-H Lots MT5 [Idea from Student]1,mq5,310,11833,49,13,iMA,6,0,2,4,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,4,D:\Forex\01_INBOX_NEW\2.1 review EA\3. ready to use\EX177-Custom1- Grid T-S-H Lots MT5 [Idea from Student]1.mq5,grid_basket
EX185 - EMA Cross Over and Modify TP,mq5,325,12524,58,14,iAC;iMA,2,0,1,4,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,2,D:\Forex\30_OPTIMIZATION\OLD_Report\00. Dpwnload\EA\OK\EX185 - EMA Cross Over and Modify TP.mq5,trend_follow+grid_basket
EX186 - Demand and Supply Zone,mq5,334,12829,79,16,iMA,6,0,1,4,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,2,D:\Forex\30_OPTIMIZATION\OLD_Report\00. Dpwnload\EA\OK\EX186 - Demand and Supply Zone.mq5,zone_sr
EX21 - Best Martingale Stategy and Trailing Stop,mq5,328,12624,68,11,iMA,4,0,0,4,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,3,D:\Forex\01_INBOX_NEW\2.4 Other EA\wait_Fxdreema MT5\EX21 - Best Martingale Stategy and Trailing Stop.mq5,grid_basket
EX23 - Fibonacci Trading Strategy RV2,mq4,324,12438,72,15,iMA,4,0,2,1,no,no,no,NO_SL,3,D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\modify\EX23 - Fibonacci Trading Strategy RV2.mq4,harmonic_fib+grid_basket
EX36 - Quasimodo Pattern Concept RV1,mq4,349,13354,67,8,iCustom,8,4,1,1,unknown,no,yes,SL_UNKNOWN;LOT_ESCALATION;NO_CAP,5,D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\modify\EX36 - Quasimodo Pattern Concept RV1.mq4,indicator_generic
EX52 - )XAUUSD Mua  Mua   v1[Lock],mq5,747,29130,452,33,iRSI;iStochastic,12,0,1,4,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP;WEBREQUEST;TIMELOCK,2,D:\Forex\01_INBOX_NEW\2.3 wait for test\2025-08\EX52 - )XAUUSD Mua  Mua   v1[Lock].mq5,grid_basket+dashboard_tool
EX52 - Close First Order and Only Profit Order  RV2,mq4,363,14000,136,12,iMA,4,0,1,1,no,no,no,NO_SL,2,D:\Forex\01_INBOX_NEW\2.3 wait for test\2025-07  _all done\EX52 - Close First Order and Only Profit Order  RV2.mq4,candle_pattern+grid_basket
EX74 Gold Robot Scalping(Basic),mq4,224,8332,26,8,iMA,6,0,0,1,unknown,no,yes,SL_UNKNOWN;LOT_ESCALATION;NO_CAP,3,D:\Forex\01_INBOX_NEW\2.4 Other EA\3. ready to use\EX74 Gold Robot Scalping(Basic).mq4,scalping
EX74 Gold Robot Scalping(Basic),mq5,369,11556,26,8,iMA,6,0,0,7,unknown,no,yes,SL_UNKNOWN;LOT_ESCALATION;NO_CAP,3,D:\Forex\01_INBOX_NEW\2.4 Other EA\wait_Fxdreema MT5\EX74 Gold Robot Scalping(Basic).mq5,scalping
EX76- Advance Trading Robot No.16 [EMA Trendline Strategy]RV1,mq4,353,13547,72,14,iMA,6,0,1,1,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,2,D:\Forex\01_INBOX_NEW\2.1 review EA\2. More test and adapt\EX76- Advance Trading Robot No.16 [EMA Trendline Strategy]RV1.mq4,candle_pattern
EX79 - Advance Trading Robot No.19 [Increase Trading Efficiency],mq4,354,13733,86,14,iMA,6,0,2,1,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,6,D:\Forex\01_INBOX_NEW\2.4 Other EA\0. Not work\EX79 - Advance Trading Robot No.19 [Increase Trading Efficiency] .mq4,session_time
EX81 - Advance Trading Robot No.20 [RSI Divergence],mq4,368,14246,87,13,iMA;iRSI,6,0,1,1,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,3,D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\modify\EX81 - Advance Trading Robot No.20 [RSI Divergence] .mq4,divergence
EX85 - Gold Robot Scalping V2 [Time Bomb Up_Down and Trailing Stop] Mod1,mq4,282,10462,43,8,,6,2,0,1,unknown,no,no,SL_UNKNOWN,3,D:\Forex\01_INBOX_NEW\2.4 Other EA\3. ready to use\EX85 - Gold Robot Scalping V2 [Time Bomb Up_Down and Trailing Stop] Mod1.mq4,scalping
EX97 X HFT Gold Robot Scalping V3.9 Balance Relot ATR off cut loss,mq5,367,13851,66,22,iATR;iSAR,11,9,3,4,unknown,no,yes,SL_UNKNOWN;LOT_ESCALATION;NO_CAP,2,D:\Forex\01_INBOX_NEW\2.3 wait for test\EA fxdreema other id\EX97 X HFT Gold Robot Scalping V3.9 Balance Relot ATR off cut loss.mq5,session_time+scalping
EX98 - Gold Robot Scalping V9 [Pending Order Strategy],mq5,249,9435,25,8,,4,4,1,4,unknown,no,yes,SL_UNKNOWN;LOT_ESCALATION;NO_CAP,3,D:\Forex\01_INBOX_NEW\2.4 Other EA\wait_Fxdreema MT5\EX98 - Gold Robot Scalping V9 [Pending Order Strategy].mq5,scalping
EXK-Starburst168,mq5,335,13066,54,11,iADX;iMA;iRSI,6,0,3,4,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,2,D:\Forex\30_OPTIMIZATION\OLD_Report\00. Dpwnload\EXK-Starburst168.mq5,reversion
F1 ProSystem (1),mq4,222,8499,27,6,,4,0,2,1,no,no,no,NO_SL,3,D:\Forex\01_INBOX_NEW\2.4 Other EA\2. More test and adapt\F1 ProSystem (1).mq4,unclassified
F1 ProSystem (1),mq5,365,11645,27,6,,4,0,2,7,no,no,no,NO_SL,3,D:\Forex\01_INBOX_NEW\2.4 Other EA\wait_Fxdreema MT5\F1 ProSystem (1).mq5,unclassified
Fancy Meal run,mq4,564,23011,265,12,iAC;iAO;iATR;iRSI,10,0,1,1,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,3,D:\Forex\01_INBOX_NEW\2.4 Other EA\3. ready to use\Fancy Meal run.mq4,reversion
Fancy Meal run_rev1 atr nearby,mq4,564,23033,265,15,iAC;iAO;iATR;iRSI,10,0,1,1,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,3,D:\EA_LAB\_intake_drop\Fancy Meal run_rev1 atr nearby.mq4,reversion
Fast Profit Pro V77,mq4,338,13669,92,9,,4,0,0,1,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,3,D:\Forex\01_INBOX_NEW\2.4 Other EA\3. ready to use\Fast Profit Pro V77.mq4,unclassified
Finland5E1,mq5,629,25269,388,13,iMA;iMACD;iOsMA;iRSI,24,0,8,4,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,3,D:\Forex\01_INBOX_NEW\2.4 Other EA\wait_Fxdreema MT5\Finland5E1.mq5,reversion
fluke SC H4 v2.1,mq5,330,12515,47,18,iATR;iFractals,6,4,1,4,unknown,no,no,SL_UNKNOWN,3,D:\Forex\01_INBOX_NEW\2.4 Other EA\wait_Fxdreema MT5\fluke SC H4 v2.1.mq5,indicator_generic
Follow,mq4,2975,105121,368,9,iCustom,31,7,6,1,unknown,no,yes,SL_UNKNOWN;LOT_ESCALATION,3,D:\Forex\01_INBOX_NEW\2.4 Other EA\1. wait develop\Follow.mq4,trend_follow
Follow Trend Pro 1.4,mq5,454,17225,149,66,iATR;iMA;iMACD;iStochastic,17,1,4,4,unknown,no,yes,SL_UNKNOWN;LOT_ESCALATION,3,D:\Forex\01_INBOX_NEW\2.4 Other EA\wait_Fxdreema MT5\Follow Trend Pro 1.4.mq5,session_time+candle_pattern
Follow_B(SLREV)ADDX2+penSL,mq4,1002,38415,461,12,iCustom,33,13,5,1,unknown,no,yes,SL_UNKNOWN;LOT_ESCALATION,3,D:\Forex\01_INBOX_NEW\2.4 Other EA\1. wait develop\Follow_B(SLREV)ADDX2+penSL.mq4,trend_follow
FollowU_A,mq4,1231,48492,635,13,iCustom,29,17,6,1,unknown,no,yes,SL_UNKNOWN;LOT_ESCALATION,3,D:\Forex\01_INBOX_NEW\2.4 Other EA\0. Not work\FollowU_A.mq4,trend_follow
Ford01,mq4,223,8656,34,6,iADX;iMA,2,0,0,1,unknown,no,no,SL_UNKNOWN,2,D:\Forex\10_EA_PROJECTS\0. Jobot\AI_GEN\back up\jobot.meeting01+03\Ford01.mq4,trend_follow
FVG FollowTrend,mq4,307,11625,54,18,iMA;iSAR,4,0,1,1,yes,no,no,,2,D:\Forex\01_INBOX_NEW\2.1 review EA\1. wait develop\FVG FollowTrend.mq4,smc
FVG RichShield Pro,mq4,384,14910,115,26,iATR;iRSI,8,0,3,1,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,2,D:\Forex\01_INBOX_NEW\2.1 review EA\2. More test and adapt\FVG RichShield Pro.mq4,smc+reversion
FVG serie Plus V29.2,mq5,393,14895,85,23,,7,5,3,4,unknown,no,yes,SL_UNKNOWN;LOT_ESCALATION;NO_CAP,3,D:\Forex\01_INBOX_NEW\2.4 Other EA\wait_Fxdreema MT5\FVG serie Plus V29.2.mq5,smc+session_time
FX Differential Grid,mq5,473,19085,151,19,,8,0,7,4,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,3,D:\Forex\01_INBOX_NEW\2.4 Other EA\wait_Fxdreema MT5\FX Differential Grid .mq5,session_time+grid_basket
FX-Correlation-CCI-V.4.1,mq4,693,26652,460,58,iCCI;iRSI,56,0,16,1,no,no,no,NO_SL,3,D:\Forex\01_INBOX_NEW\2.4 Other EA\2. More test and adapt\FX-Correlation-CCI-V.4.1.mq4,correlation_pair+session_time
FX-Correlation-CCI-V.5,mq5,763,29027,468,50,iCCI;iRSI,64,0,18,4,no,no,no,NO_SL,3,D:\Forex\01_INBOX_NEW\2.4 Other EA\wait_Fxdreema MT5\FX-Correlation-CCI-V.5.mq5,correlation_pair+session_time
